ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,สายทางหน่วยงาน,รหัสสายทาง,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,ลักษณะการเกิดเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,รถและคนที่เกิดเหตุ,รถจักรยานยนต์,รถสามล้อเครื่อง,รถยนต์นั่งส่วนบุคคล,รถตู้,รถปิคอัพโดยสาร,รถโดยสารมากกว่า4ล้อ,รถปิคอัพบรรทุก4ล้อ,รถบรรทุก6ล้อ,รถบรรทุกไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ,รถอีแต๋น,รถอื่นๆ,คนเดินเท้า,ผู้เสียชีวิต,ผู้บาดเจ็บสาหัส,ผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ,วันเวลาเกิด,วันเวลาเกิด_ปัดครึ่งชม,ช่วงเวลา,รถน้อยกว่า4ล้อ,รถ4ล้อ,รถมากกว่า4ล้อ
2020,2/16/2020,7:00:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.920345351,100.8935398,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,2/17/2020,0:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.736623102,100.6950831,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
2020,2/17/2020,4:30:00,ทางหลวง,407,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.980075858,100.4813003,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,,,,0,1,0
2020,2/17/2020,15:40:00,ทางหลวง,4,สงขลา,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.850541026,100.4704133,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,0,1
2020,2/18/2020,8:15:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.91709156,100.897209,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,2/20/2020,11:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.084621796,100.6320244,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,,,,0,1,0
2020,2/20/2020,14:00:00,ทางหลวง,408,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.006000906,100.6713644,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1,1,0
2020,2/22/2020,20:50:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,มีกองวัสดุ/สิ่งกีดขวาง,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.844831392,100.9931221,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,3,0
2020,2/24/2020,9:00:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.830043015,101.0379445,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,2/24/2020,20:30:00,ทางหลวง,43,สงขลา,รถตู้,ทางตรง+ไม่มีความลาดชัน,มีกองวัสดุ/สิ่งกีดขวาง,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.896995838,100.920386,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,2/26/2020,20:00:00,ทางหลวง,414,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.076287842,100.4956743,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,2/26/2020,20:15:00,ทางหลวง,406,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.139221295,100.273456,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,0,2,0
2020,2/27/2020,8:45:00,ทางหลวง,43,สงขลา,รถโดยสารขนาดใหญ่,ทางตรง+ไม่มีความลาดชัน,แซงรถอย่างผิดกฎหมาย,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.918801001,100.7461014,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,43,43,,,,0,0,2
2020,2/27/2020,15:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,อุปกรณ์ยานพาหนะบกพร่อง,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.381672335,100.4726449,3,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,7,8,15,,,,0,2,1
2020,2/28/2020,5:30:00,ทางหลวง,4085,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางโค้งกว้าง+ไม่มีความลาดชัน,บรรทุกเกินอัตรา,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.864628405,100.9523311,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,1
2020,2/28/2020,9:20:00,ทางหลวง,4,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.733213566,100.4500097,3,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,0,1,2
2020,2/29/2020,8:10:00,ทางหลวง,4,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.751704684,100.4527831,3,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,,,0,2,1
2020,3/1/2020,17:30:00,ทางหลวง,43,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,อุปกรณ์ยานพาหนะบกพร่อง,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.921258646,100.8925447,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-01-03 17:30:00,2020-01-03 17:30:00,17:30,0,1,0
2020,3/1/2020,23:00:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,แซงรถอย่างผิดกฎหมาย,ชนด้านข้าง,แจ่มใส,6.844027138,100.7122949,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2020-01-03 23:00:00,2020-01-03 23:00:00,23:00,0,2,0
2020,3/2/2020,6:30:00,ทางหลวง,407,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,อื่นๆ,แจ่มใส,7.060945096,100.5209488,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-02-03 06:30:00,2020-02-03 06:30:00,06:30,0,0,1
2020,3/2/2020,10:30:00,ทางหลวง,42,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ไม่ยอมให้รถที่มีสิทธิ์ไปก่อน,ชนท้าย,แจ่มใส,6.788437103,100.460355,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2020-02-03 10:30:00,2020-02-03 10:30:00,10:30,1,1,0
2020,3/3/2020,14:00:00,ทางหลวง,414,สงขลา,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.01443196,100.4281899,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020-03-03 14:00:00,2020-03-03 14:00:00,14:00,0,0,1
2020,3/4/2020,22:30:00,ทางหลวง,4,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.849246778,100.470314,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020-04-03 22:30:00,2020-04-03 22:30:00,22:30,1,0,0
2020,3/5/2020,0:30:00,ทางหลวง,408,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.601044419,100.4010245,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2020-05-03 00:30:00,2020-05-03 00:30:00,00:30,0,1,0
2020,3/5/2020,8:30:00,ทางหลวง,407,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.086721897,100.5580759,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2020-05-03 08:30:00,2020-05-03 08:30:00,08:30,0,1,0
2020,3/5/2020,9:00:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.800313079,100.4530647,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020-05-03 09:00:00,2020-05-03 09:00:00,09:00,0,2,0
2020,3/5/2020,9:30:00,ทางหลวง,4145,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ไม่ยอมให้รถที่มีสิทธิ์ไปก่อน,ชนท้าย,แจ่มใส,6.796360667,100.4256901,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-03 09:30:00,2020-05-03 09:30:00,09:30,0,2,0
2020,3/8/2020,19:20:00,ทางหลวง,43,สงขลา,รถจักรยานยนต์,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.98676092,100.6516367,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,2020-08-03 19:20:00,2020-08-03 19:30:00,19:30,1,1,0
2020,3/10/2020,12:00:00,ทางหลวง,414,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,,อุปกรณ์ยานพาหนะบกพร่อง,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.07844654,100.4969591,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2020-10-03 12:00:00,2020-10-03 12:00:00,12:00,0,1,0
2020,3/11/2020,8:00:00,ทางหลวง,42,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.741313839,100.6408596,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2020-11-03 08:00:00,2020-11-03 08:00:00,08:00,0,1,0
2020,3/12/2020,12:20:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.747794492,100.4515385,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2020-12-03 12:20:00,2020-12-03 12:30:00,12:30,0,1,0
2020,3/13/2020,8:00:00,ทางหลวง,407,สงขลา,อื่นๆ,ทางตรง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนคนเดินเท้า,แจ่มใส,7.057500627,100.5136666,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,,,0,0,1
2020,3/13/2020,14:20:00,ทางหลวง,43,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,6.858737854,100.9590366,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,0,1,0
2020,3/15/2020,4:30:00,ทางหลวง,414,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.125618605,100.5698266,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0
2020,3/15/2020,6:30:00,ทางหลวง,406,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,ชนเป็นมุมบริเวณทางแยก,แจ่มใส,7.139125484,100.2730939,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,,,,1,1,0
2020,3/18/2020,7:00:00,ทางหลวง,43,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.900518709,100.912326,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,0,0,1
2020,3/19/2020,5:00:00,ทางหลวง,407,สงขลา,รถจักรยานยนต์,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,7.076721712,100.5498308,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,1,0,1
2020,3/20/2020,18:40:00,ทางหลวง,4,สงขลา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.713118127,100.4454607,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,,,,0,1,1
2020,3/21/2020,8:40:00,ทางหลวง,408,สงขลา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,7.040482872,100.6572372,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,,,,1,1,0
2020,3/22/2020,20:45:00,ทางหลวง,4,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.849869935,100.4703703,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,0,1,0
2020,3/23/2020,15:30:00,ทางหลวง,408,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,7.264891871,100.5211285,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,1,0
