ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง(ไม่เกิน7คน),รถยนต์นั่ง(เกิน7คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก(4ล้อ),รถบรรทุกขนาด2เพลา(6ล้อ),รถบรรทุกขนาด3เพลา(10ล้อ),รถบรรทุกพ่วง(มากกว่า3เพลา),รถบรรทุกกึ่งพ่วง(มากกว่า3เพลา),รวม,%ของยานยนต์หนัก,จักรยาน2ล้อและจักรยาน3ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
404,201,บ้านนา-ละงู,35+000,6831,5221,1344,922,815,6209,1849,1518,1090,761,26560,26.186,317,5047,ขท.สตูล,ตรัง
404,201,บ้านนา-ละงู,44+936,5900,5314,2038,1670,604,6678,4673,1901,1303,711,30792,35.275,243,5073,ขท.สตูล,ตรัง
404,201,บ้านนา-ละงู,70+936,4752,3012,1188,714,781,5854,2115,1657,1279,980,22332,33.701,335,4353,ขท.สตูล,สตูล
404,201,บ้านนา-ละงู,94+836,2517,2091,1150,769,601,5604,2038,1685,1498,1167,19120,40.575,660,5787,ขท.สตูล,สตูล
404,202,ละงู-ฉลุง,97+663,2362,2841,23,40,0,2902,258,160,34,11,8631,5.828,8,2907,ขท.สตูล,สตูล
404,202,ละงู-ฉลุง,112+213,3096,3481,11,67,10,3459,534,354,122,35,11169,10.046,26,3922,ขท.สตูล,สตูล
406,101,ปากจ่า-ค่ายรวมมิตร,6+400,775,1420,27,66,5,341,70,78,27,37,2846,9.944,9,1097,ขท.สตูล,สงขลา
406,101,ปากจ่า-ค่ายรวมมิตร,25+195,7174,3754,166,15,4,1037,612,220,153,90,13225,8.272,24,3110,ขท.สตูล,สงขลา
406,101,ปากจ่า-ค่ายรวมมิตร,32+195,2282,2512,50,29,2,1537,221,180,166,111,7090,10,11,1670,ขท.สตูล,สงขลา
406,102,ค่ายรวมมิตร-คลองขุด,88+595,4794,2075,397,198,29,2135,297,141,2,4,10072,6.662,278,2695,ขท.สตูล,สตูล
406,103,ศาลากันตง-ตำมะลัง,95+540,1990,2183,21,8,0,2563,159,64,15,3,7006,3.554,12,2589,ขท.สตูล,สตูล
407,101,คลองหวะ-ควนหิน,0+530,17903,7617,474,9,18,8276,504,266,9,150,35226,2.714,32,10494,ขท.สงขลาที่1,สงขลา
407,101,คลองหวะ-ควนหิน,13+200,8587,3940,218,1,10,4610,199,169,64,59,17857,2.811,20,4474,ขท.สงขลาที่1,สงขลา
407,102,ควนหิน-สงขลา,26+200,3528,3715,647,501,154,2521,216,133,114,101,11630,10.482,106,3328,ขท.สงขลาที่1,สงขลา
408,101,หัวถนน-เฉลิมพระเกียรติ,6+000,4027,572,439,15,0,3193,213,105,31,13,8608,4.38,19,2720,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
408,101,หัวถนน-เฉลิมพระเกียรติ,25+000,3945,428,325,36,1,3453,297,129,90,58,8762,6.973,25,1976,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
408,102,เฉลิมพระเกียรติ-ปากระวะ,54+400,2348,2109,25,0,1,808,251,215,101,69,5927,10.747,10,1721,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
408,102,เฉลิมพระเกียรติ-ปากระวะ,65+300,1999,1203,6,10,1,2063,464,365,358,284,6753,21.946,7,1399,ขท.นครศรีธรรมราชที่1,นครศรีธรรมราช
408,201,ปากระวะ-สทิงพระ,85+011,1213,365,64,86,98,1984,389,280,227,163,4869,25.529,4,974,ขท.สงขลาที่1,สงขลา
408,201,ปากระวะ-สทิงพระ,120+117,2278,306,79,77,0,3923,239,292,108,156,7458,11.692,8,1224,ขท.สงขลาที่1,สงขลา
408,202,สทิงพระ-เกาะยอ,148+617,7138,6258,588,37,4,9201,470,451,136,293,24576,5.66,35,5124,ขท.สงขลาที่1,สงขลา
408,203,เกาะยอ-ทุ่งหวัง,165+773,2943,2331,311,187,56,5388,364,320,346,241,12487,12.125,43,2229,ขท.สงขลาที่1,สงขลา
408,203,เกาะยอ-ทุ่งหวัง,168+413,2375,886,235,65,75,2057,200,206,153,75,6327,12.233,30,1238,ขท.สงขลาที่1,สงขลา
408,203,เกาะยอ-ทุ่งหวัง,180+411,3815,1976,166,131,32,2389,187,169,91,101,9057,7.85,24,2332,ขท.สงขลาที่1,สงขลา
408,301,ทุ่งหวัง-นาทวี,184+911,3402,1473,57,0,12,4101,411,407,65,96,10024,9.886,41,2157,ขท.สงขลาที่2(นาหม่อม),สงขลา
408,301,ทุ่งหวัง-นาทวี,202+170,3585,84,12,23,0,2967,258,168,170,89,7356,9.625,25,2262,ขท.สงขลาที่2(นาหม่อม),สงขลา
408,302,นาทวี-ด่านประกอบ(เขตแดนไทย/มาเลเซีย),219+811,3140,2728,0,0,0,3080,129,130,91,48,9346,4.259,3,2632,ขท.สงขลาที่2(นาหม่อม),สงขลา
408,302,นาทวี-ด่านประกอบ(เขตแดนไทย/มาเลเซีย),221+759,2758,1517,0,0,0,3101,78,66,26,20,7566,2.511,0,3165,ขท.สงขลาที่2(นาหม่อม),สงขลา
409,100,นาเกตุ-ป่าพ้อ,7+444,1546,254,41,19,15,1747,148,114,118,65,4067,11.778,57,2301,ขท.ปัตตานี,ปัตตานี
409,200,ป่าพ้อ-ท่าสาป,30+519,3160,97,15,0,0,54,272,148,40,40,3826,13.068,0,2353,ขท.ยะลา,ยะลา
410,100,ปัตตานี-ยะลา,12+600,1819,1537,42,32,19,59,87,46,19,9,3669,5.778,22,1897,ขท.ปัตตานี,ปัตตานี
410,201,ยะลา-ตะบิงติงงี,52+713,1732,1545,39,0,0,68,90,60,27,24,3585,5.607,0,1403,ขท.ยะลา,ยะลา
410,202,ตะบิงติงงี-บ่อหิน,94+263,760,175,27,0,0,2244,87,50,30,19,3392,5.483,8,2659,ขท.ยะลา,ยะลา
410,202,ตะบิงติงงี-บ่อหิน,105+263,312,108,15,0,0,1143,53,49,36,15,1731,8.839,1,1063,ขท.ยะลา,ยะลา
410,203,บ่อหิน-เบตง,133+256,244,169,20,0,1,59,22,27,17,8,567,13.228,0,785,ขท.ยะลา,ยะลา
410,203,บ่อหิน-เบตง,146+853,484,162,31,0,0,126,79,87,17,15,1001,19.78,2,686,ขท.ยะลา,ยะลา
412,100,ทางเข้าระนอง,0+140,3549,2476,51,53,0,2378,119,23,0,2,8651,2.277,41,3576,ขท.ระนอง,ระนอง
414,102,คลองวง-ท่าท้อน,14+300,9065,8539,55,11,1,8675,406,652,472,405,28281,6.884,100,2402,ขท.สงขลาที่1,สงขลา
415,100,นาเหนือ-บางคราม,15+520,2299,2209,38,2,67,2394,827,327,293,245,8701,20.239,13,1954,ขท.พังงา,กระบี่
415,200,บางคราม-พนม,34+876,1750,1447,17,5,17,1929,319,407,326,201,6418,19.866,0,1070,ขท.สุราษฎร์ธานีที่3(เวียงสระ),สุราษฎร์ธานี
417,100,ท่าอากาศยานสุราษฎร์ธานี-ค้อล่าง,11+196,6571,2838,120,217,103,7379,853,984,750,560,20375,17.016,29,3586,ขท.สุราษฎร์ธานีที่1,สุราษฎร์ธานี
418,100,งาแม่-ยุโป,10+185,2117,1143,15,5,16,1012,275,403,170,121,5277,18.761,5,538,ขท.ปัตตานี,ปัตตานี
419,100,ถนนวงแหวนรอบเมืองตรัง,2+500,3907,3093,22,4,6,3413,516,367,273,258,11859,12.008,38,3720,ขท.ตรัง,ตรัง
419,100,ถนนวงแหวนรอบเมืองตรัง,15+500,4806,2986,16,4,12,4060,170,196,156,137,12543,5.381,51,3053,ขท.ตรัง,ตรัง
420,100,วงแหวนรอบเมืองสุราษฎร์ธานี,3+282,4656,4119,151,104,116,8268,881,824,781,400,20300,15.3,4,3253,ขท.สุราษฎร์ธานีที่1,สุราษฎร์ธานี
420,100,วงแหวนรอบเมืองสุราษฎร์ธานี,5+482,6669,3949,130,57,59,10423,730,920,752,662,24351,13.059,25,2909,ขท.สุราษฎร์ธานีที่1,สุราษฎร์ธานี
420,100,วงแหวนรอบเมืองสุราษฎร์ธานี,30+959,1279,1339,66,50,85,1371,445,573,512,429,6149,34.054,9,1198,ขท.สุราษฎร์ธานีที่1,สุราษฎร์ธานี
1001,100,เชียงใหม่-บ้านโป่ง,1+000,35723,6356,338,102,48,1064,541,256,250,382,45060,3.504,54,33774,ขท.เชียงใหม่ที่2,เชียงใหม่
1001,100,เชียงใหม่-บ้านโป่ง,30+300,2677,1225,231,125,99,706,378,185,138,59,5823,16.899,262,1217,ขท.เชียงใหม่ที่2,เชียงใหม่
1001,200,บ้านโป่ง-พร้าว,53+000,412,186,2,11,0,1750,107,53,41,1,2563,8.311,3,201,ขท.เชียงใหม่ที่3,เชียงใหม่
1001,200,บ้านโป่ง-พร้าว,88+200,1060,77,5,4,0,2924,246,12,10,8,4346,6.443,4,1197,ขท.เชียงใหม่ที่3,เชียงใหม่
1004,100,ห้วยแก้ว-พระตำหนักภูพิงคราชนิเวศน์,4+000,3180,1910,1849,176,35,1968,24,0,0,0,9142,2.571,408,2313,ขท.เชียงใหม่ที่2,เชียงใหม่
